X,PC1,PC2,PC3,PC4,PC5,PC6,Plate,SpawnTrt_Label,bags_label,clean_ID,SpawnTrt_Label_check,bags_label_check,Label_ind,extractPlateWell,extraction_key
147,-0.102438709,0.103038016,0.023659526,0.007352122,-0.055129907,0.181122575,PlDNA_13,TX-CapBay,MVP-TX-4,C2_CviMVPe_PlDNA_13_70317_1ed7c613,TX-CapBay,MVP-TX-4,70317,C2,2f69be90
209,-0.102100653,0.098154999,0.023901409,0.007632336,-0.051254654,0.159090075,PlDNA_13,TX-CapBay,MVP-TX-5,G3_CviMVPe_PlDNA_13_70575_0c8d8630,TX-CapBay,MVP-TX-5,70575,G3,9bd8c234
188,-0.101961382,0.103456137,0.024653003,0.008048277,-0.059731053,0.19276495,PlDNA_11,VA-JR-DeepWatSh,MVP-JR-6,B10_CviMVPe_PlDNA_11_70433_9fd0250a,VA-JR-DeepWatSh,MVP-JR-6,70433,A5,c9270c32
104,-0.101599187,0.101640598,0.023088973,0.007148363,-0.056360255,0.168884218,PlDNA_11,TX-CapBay,MVP-TX-1,D1_CviMVPe_PlDNA_11_70220_5484df7d,TX-CapBay,MVP-TX-1,70220,G9,9a583131
88,-0.10158947,0.102043536,0.025407044,0.008108904,-0.057955578,0.176494529,PlDNA_13,TX-CapBay,MVP-TX-3,B11_CviMVPe_PlDNA_13_70186_d921035a,TX-CapBay,MVP-TX-3,70186,B11,46e5a6fe
145,-0.101405685,0.103998748,0.023347498,0.008579501,-0.058672806,0.191803859,PlDNA_12,TX-CapBay,MVP-TX-6,A11_CviMVPe_PlDNA_12_70313_9ac3334b,TX-CapBay,MVP-TX-6,70313,A11,523553c5
81,-0.100970124,0.100916933,0.021571846,0.008887903,-0.055294341,0.184833713,PlDNA_12,TX-CapBay,MVP-TX-1,F9_CviMVPe_PlDNA_12_70175_1c2c71a0,TX-CapBay,MVP-TX-1,70175,F9,8bbfa3f7
190,-0.100743692,0.100039752,0.023220958,0.008058598,-0.055372189,0.170833925,PlDNA_13,TX-CapBay,MVP-TX-5,C1_CviMVPe_PlDNA_13_70441_17b65282,TX-CapBay,MVP-TX-5,70441,C1,0b1718fa
105,-0.100739074,0.096184579,0.022638455,0.008156995,-0.046126579,0.148292356,PlDNA_11,TX-CapBay,MVP-TX-1,H11_CviMVPe_PlDNA_11_70221_35bbf613,TX-CapBay,MVP-TX-1,70221,H11,be233ec7
89,-0.100404653,0.100549917,0.023651027,0.007346719,-0.055603274,0.180380127,PlDNA_12,TX-CapBay,MVP-TX-3,E2_CviMVPe_PlDNA_12_70187_d7def404,TX-CapBay,MVP-TX-3,70187,E2,c5ee3a23
150,-0.100274129,0.09992437,0.024147159,0.007690127,-0.053633117,0.173555,PlDNA_13,TX-CapBay,MVP-TX-4,G2_CviMVPe_PlDNA_13_70326_f1362913,TX-CapBay,MVP-TX-4,70326,G2,59a71e2b
161,-0.100142499,0.096433903,0.0223593,0.007921139,-0.045759663,0.142994593,PlDNA_11,TX-CapBay,MVP-TX-4,D5_CviMVPe_PlDNA_11_70366_4af779c2,TX-CapBay,MVP-TX-4,70366,D5,15a10975
173,-0.098923914,0.092893081,0.017142209,0.006111044,0.043123322,-0.168760778,PlDNA_13,LA-SisLake,MVP-LA-5,E1_CviMVPe_PlDNA_13_70402_07b40229,LA-SisLake,MVP-LA-5,70402,F5,1b09bb61
151,-0.098570482,0.098249,0.022677792,0.008325548,-0.05145174,0.169406183,PlDNA_12,TX-CapBay,MVP-TX-4,F10_CviMVPe_PlDNA_12_70327_fe9f72d9,TX-CapBay,MVP-TX-4,70327,F10,4da1da23
221,-0.09833404,0.092657471,0.015913683,0.007779842,0.043637496,-0.177312146,PlDNA_12,LA-SisLake,MVP-LA-4,H12_CviMVPe_PlDNA_12_70593_166eb47e,LA-SisLake,MVP-LA-4,70593,H12,6bb1ab05
38,-0.098298141,0.092402586,0.022331676,0.008670792,-0.04266919,0.132571352,PlDNA_13,TX-CapBay,MVP-TX-2,E5_CviMVPe_PlDNA_13_70083_2995021d,TX-CapBay,MVP-TX-2,70083,H7,da097665
18,-0.09761813,0.088725545,0.017038322,0.004894915,0.040033516,-0.154679706,PlDNA_12,LA-SisLake,MVP-LA-2,G7_CviMVPe_PlDNA_12_70041_77e9e1c3,LA-SisLake,MVP-LA-2,70041,G7,fd99c7fe
123,-0.097570009,0.089210089,0.015349115,0.00285964,0.037249334,-0.162299016,PlDNA_12,LA-SisLake,MVP-LA-3,H11_CviMVPe_PlDNA_12_70254_10a7f697,LA-SisLake,MVP-LA-3,70254,H11,b21212ed
121,-0.097238271,0.09151379,0.014897781,0.008392001,0.043145843,-0.169539832,PlDNA_13,LA-SisLake,MVP-LA-3,C11_CviMVPe_PlDNA_13_70252_ebc0402a,LA-SisLake,MVP-LA-3,70252,F3,0347a6e1
122,-0.096449362,0.088410847,0.015101242,0.007023855,0.03980254,-0.161999747,PlDNA_13,LA-SisLake,MVP-LA-3,E2_CviMVPe_PlDNA_13_70253_f60143f7,LA-SisLake,MVP-LA-3,70253,E2,00a49dfd
141,-0.096431914,0.08945389,0.014378172,0.007906797,0.037988089,-0.170379033,PlDNA_12,LA-SisLake,MVP-LA-3,C9_CviMVPe_PlDNA_12_70302_2258eaca,LA-SisLake,MVP-LA-3,70302,C9,95099b3c
247,-0.096107762,0.090467795,0.017247434,0.005839843,0.041443289,-0.172431868,PlDNA_11,LA-SisLake,MVP-LA-4,F1_CviMVPe_PlDNA_11_70644_f7372aad,LA-SisLake,MVP-LA-4,70644,F1,299d3c53
171,-0.096073187,0.089030581,0.015208955,0.007384302,0.039577852,-0.165196486,PlDNA_11,LA-SisLake,MVP-LA-5,F2_CviMVPe_PlDNA_11_70399_4f13bf81,LA-SisLake,MVP-LA-5,70399,F2,153fdb7b
37,-0.095805279,0.08610245,0.020656692,0.005994987,-0.040516696,0.12369793,PlDNA_12,TX-CapBay,MVP-TX-2,D4_CviMVPe_PlDNA_12_70082_648bf0a5,TX-CapBay,MVP-TX-2,70082,D4,46f181d7
1,-0.095531371,0.086221853,0.016594805,0.005102075,0.038599276,-0.156722089,PlDNA_13,LA-SisLake,MVP-LA-2,D3_CviMVPe_PlDNA_13_70002_bef12748,LA-SisLake,MVP-LA-2,70002,D3,5c90a069
80,-0.09539443,0.087152807,0.020287263,0.006451387,-0.042333178,0.133182838,PlDNA_13,TX-CapBay,MVP-TX-1,B10_CviMVPe_PlDNA_13_70174_5c83d6e5,TX-CapBay,MVP-TX-1,70174,B10,f24ec697
92,-0.095240093,0.090156102,0.015263819,0.006799142,0.045952953,-0.173549967,PlDNA_12,LA-SisLake,MVP-LA-1,A6_CviMVPe_PlDNA_12_70190_57d88014,LA-SisLake,MVP-LA-1,70190,A6,8a781ff5
172,-0.095061969,0.082753115,0.015584609,0.005235959,0.035144368,-0.143175388,PlDNA_13,LA-SisLake,MVP-LA-5,E11_CviMVPe_PlDNA_13_70400_4d0e684a,LA-SisLake,MVP-LA-5,70400,D8,de675528
27,-0.09494853,0.087695376,0.018385268,0.005800075,-0.039110086,0.123942314,PlDNA_11,TX-CapBay,MVP-TX-2,D2_CviMVPe_PlDNA_11_70063_1ca105c5,TX-CapBay,MVP-TX-2,70063,D2,bb6e42f0
3,-0.094860984,0.084840562,0.015350764,0.005737972,0.036767203,-0.149627428,PlDNA_11,LA-SisLake,MVP-LA-2,E11_CviMVPe_PlDNA_11_70004_a8d20e7c,LA-SisLake,MVP-LA-2,70004,G2,c2929ffc
14,-0.094567742,0.087591556,0.016356369,0.006672541,0.044285036,-0.177222039,PlDNA_13,ME-HogIs,MVP-ME-3,B3_CviMVPe_PlDNA_13_70034_f5a02f77,ME-HogIs,MVP-ME-3,70034,B3,ce9b3986
180,-0.094550158,0.084639057,0.014375588,0.004920626,0.037617233,-0.151534923,PlDNA_12,LA-SisLake,MVP-LA-5,D2_CviMVPe_PlDNA_12_70416_62affe85,LA-SisLake,MVP-LA-5,70416,B5,c20e89c2
170,-0.094442794,0.081925006,0.013362016,0.009103837,0.037887351,-0.167921763,PlDNA_13,LA-SisLake,MVP-LA-5,A8_CviMVPe_PlDNA_13_70397_b8158c15,LA-SisLake,MVP-LA-5,70397,A8,41e300ac
210,-0.089519604,0.071742945,0.016807655,0.002377692,-0.019707127,0.044858776,PlDNA_12,TX-CapBay,MVP-TX-5,F11_CviMVPe_PlDNA_12_70576_063195d6,TX-CapBay,MVP-TX-5,70576,F11,782bc510
90,-0.088077402,0.06726023,0.014925756,0.001471899,-0.011706735,0.023402275,PlDNA_12,TX-CapBay,MVP-TX-3,A12_CviMVPe_PlDNA_12_70188_db67f7ad,TX-CapBay,MVP-TX-3,70188,A12,93939d57
178,-0.087998644,0.062300895,0.008316253,0.002262237,0.007011586,-0.035177132,PlDNA_12,LA-SisLake,MVP-LA-6,B4_CviMVPe_PlDNA_12_70410_10607666,LA-SisLake,MVP-LA-6,70410,B6,85293a44
158,-0.087627509,0.079643348,0.01525514,0.008139515,0.035607284,-0.150600314,PlDNA_13,LA-SisLake,MVP-LA-6,H5_CviMVPe_PlDNA_13_70359_080377bf,LA-SisLake,MVP-LA-6,70359,H5,3680f974
131,-0.08691061,0.065006573,0.010469288,0.002658856,0.011022048,-0.038713479,PlDNA_11,LA-SisLake,MVP-LA-3,E12_CviMVPe_PlDNA_11_70272_adfd51be,LA-SisLake,MVP-LA-3,70272,C9,d8dc3b8f
225,-0.086083214,0.063297618,0.011939425,0.003183711,-0.004071791,0.005830395,PlDNA_11,VA-JR-DeepWatSh,MVP-JR-5,B9_CviMVPe_PlDNA_11_70600_195573cd,VA-JR-DeepWatSh,MVP-JR-5,70600,B9,37ec3840
177,-0.085642701,0.061228323,0.01178418,0.003172358,0.010121993,-0.051987787,PlDNA_11,LA-SisLake,MVP-LA-6,F3_CviMVPe_PlDNA_11_70409_da37a190,LA-SisLake,MVP-LA-6,70409,F3,eb06c710
179,-0.085558328,0.060795998,0.012123606,0.001476641,0.009857533,-0.04383622,PlDNA_12,LA-SisLake,MVP-LA-6,D7_CviMVPe_PlDNA_12_70411_424a2ead,LA-SisLake,MVP-LA-6,70411,D7,b7cc50e2
2,-0.08554819,0.0616928,0.013131821,0.005972395,0.01277195,-0.050753471,PlDNA_13,LA-SisLake,MVP-LA-2,G7_CviMVPe_PlDNA_13_70003_e27518b4,LA-SisLake,MVP-LA-2,70003,B3,88eb811b
208,-0.085066678,0.062365845,0.01121698,0.002605292,-0.005889114,0.007735084,PlDNA_13,TX-CapBay,MVP-TX-5,H7_CviMVPe_PlDNA_13_70573_9fa36f45,TX-CapBay,MVP-TX-5,70573,H8,7ad94774
61,-0.083808323,-0.168337617,0.049389452,-0.014794123,-0.010169973,0.003855304,PlDNA_12,Poly-NoOutcross,MVP-SEEDMIX-3,G4_CviMVPe_PlDNA_12_70128_f8259ce7,Poly-NoOutcross,MVP-SEEDMIX-3,70128,H3,5ef12dc6
110,-0.083751698,0.060567623,0.01267945,0.001647656,-0.001268457,0.000850624,PlDNA_11,TX-CapBay,MVP-TX-3,D3_CviMVPe_PlDNA_11_70232_c824eb8f,TX-CapBay,MVP-TX-3,70232,D3,eb7f4a3c
94,-0.083434939,0.056425573,0.012322161,0.001923507,0.004445385,-0.024031556,PlDNA_11,LA-SisLake,MVP-LA-1,E9_CviMVPe_PlDNA_11_70192_afc3955e,LA-SisLake,MVP-LA-1,70192,E9,e27b92d6
21,-0.083038822,-0.169150133,0.046733527,-0.016022204,-0.009689105,0.003445925,PlDNA_12,LOLA,MVP-LOLA-2,D6_CviMVPe_PlDNA_12_70052_a8e8f67d,LOLA,MVP-LOLA-2,70052,D6,ce57d776
212,-0.082755063,-0.161795258,0.04444645,-0.014306165,-0.009842007,0.002691512,PlDNA_13,LOLA,MVP-LOLA-5,F11_CviMVPe_PlDNA_13_70578_4895a30d,LOLA,MVP-LOLA-5,70578,D9,8f53ab10
248,-0.082662282,0.053250076,0.008526538,-0.000320969,-0.000115043,-0.014286255,PlDNA_13,LA-SisLake,MVP-LA-4,D11_CviMVPe_PlDNA_13_70645_26e66c3f,LA-SisLake,MVP-LA-4,70645,B4,acc9af56
79,-0.082179471,0.055026718,0.011050949,0.001207089,0.004033252,-0.014828998,PlDNA_12,TX-CapBay,MVP-TX-1,G1_CviMVPe_PlDNA_12_70173_76123c83,TX-CapBay,MVP-TX-1,70173,G1,c485e30e
189,-0.082133871,0.054425336,0.006150215,0.00020578,0.002113956,-0.0147326,PlDNA_12,TX-CapBay,MVP-TX-5,E3_CviMVPe_PlDNA_12_70439_52f04b39,TX-CapBay,MVP-TX-5,70439,E3,82fe58c0
9,-0.081803493,-0.162472354,0.044362489,-0.013812452,-0.009642287,0.003639622,PlDNA_12,LOLA,MVP-LOLA-2,D10_CviMVPe_PlDNA_12_70015_23414dba,LOLA,MVP-LOLA-2,70015,D10,40f6dfe0
239,-0.081031427,0.056246378,0.011760492,-0.001616732,0.017966484,-0.036946272,PlDNA_13,LA-SisLake,MVP-LA-4,H6_CviMVPe_PlDNA_13_70629_f44528d7,LA-SisLake,MVP-LA-4,70629,H6,2cb9e3aa
16,-0.076227066,-0.160411036,0.05026964,-0.011042476,-0.008731072,0.003614968,PlDNA_11,LOLA,MVP-LOLA-1,G5_CviMVPe_PlDNA_11_70036_712fa455,LOLA,MVP-LOLA-1,70036,G5,ae531875
214,-0.075465122,-0.099662157,0.029825879,-0.002599364,-0.000738648,0.000449404,PlDNA_11,LOLA,MVP-LOLA-5,G8_CviMVPe_PlDNA_11_70580_5095b73e,LOLA,MVP-LOLA-5,70580,E7,b32ad1f6
47,-0.073478412,-0.166156788,0.041606808,-0.011669995,-0.008426467,0.004665752,PlDNA_12,LOLA,MVP-LOLA-1,E12_CviMVPe_PlDNA_12_70097_0c1309ee,LOLA,MVP-LOLA-1,70097,E12,021401cf
176,-0.072864001,-0.174451269,0.046085079,-0.014464137,-0.011191812,0.004109809,PlDNA_13,LOLA,MVP-LOLA-4,G4_CviMVPe_PlDNA_13_70408_d392a1e5,LOLA,MVP-LOLA-4,70408,E6,0904d5d0
25,-0.071962603,-0.173007999,0.041149058,-0.0117564,-0.010188868,0.004600239,PlDNA_13,Poly-NoOutcross,MVP-SEEDMIX-2,F9_CviMVPe_PlDNA_13_70058_34b0a9d7,Poly-NoOutcross,MVP-SEEDMIX-2,70058,F9,1ed67ea9
23,-0.071444716,-0.172282113,0.044657862,-0.013156943,-0.010542385,0.00479877,PlDNA_11,LOLA,MVP-LOLA-2,G6_CviMVPe_PlDNA_11_70054_9b477e5c,LOLA,MVP-LOLA-2,70054,G6,41039866
232,-0.07122072,-0.169759742,0.042247504,-0.012384831,-0.010340912,0.003243688,PlDNA_13,LOLA,MVP-LOLA-5,F2_CviMVPe_PlDNA_13_70612_0366bb4d,LOLA,MVP-LOLA-5,70612,F2,72cc5221
33,-0.070864453,-0.158137071,0.047517792,-0.010503213,-0.009129311,0.003967053,PlDNA_12,Poly-NoOutcross,MVP-SEEDMIX-3,A10_CviMVPe_PlDNA_12_70076_8e753fb2,Poly-NoOutcross,MVP-SEEDMIX-3,70076,A10,37877604
8,-0.070779476,-0.083120926,0.027634696,-0.002897033,-0.002387323,-0.001088629,PlDNA_13,LOLA,MVP-LOLA-2,F6_CviMVPe_PlDNA_13_70013_aae9a0ed,LOLA,MVP-LOLA-2,70013,A12,074933ee
164,-0.070766903,-0.168344596,0.038099381,-0.014383694,-0.010135272,0.006559827,PlDNA_11,Poly-NoOutcross,MVP-SEEDMIX-6,H10_CviMVPe_PlDNA_11_70371_b5414118,Poly-NoOutcross,MVP-SEEDMIX-6,70371,E1,fdca9529
222,-0.067663473,-0.084549294,0.024373041,-0.006880031,0.000755507,-0.004167329,PlDNA_13,LA-SisLake,MVP-LA-4,F8_CviMVPe_PlDNA_13_70594_af50dc1f,LA-SisLake,MVP-LA-4,70594,D7,d6b2a01f
24,-0.066238384,-0.092691547,0.021398368,-0.009975753,-0.002197523,-0.001191422,PlDNA_13,Poly-NoOutcross,MVP-SEEDMIX-2,E7_CviMVPe_PlDNA_13_70056_9d698442,Poly-NoOutcross,MVP-SEEDMIX-2,70056,E7,0da63b30
29,-0.066228552,-0.089543056,0.011888376,-0.007853545,-0.000623732,-0.001482668,PlDNA_12,LOLA,MVP-LOLA-3,C3_CviMVPe_PlDNA_12_70066_19e8ac4c,LOLA,MVP-LOLA-3,70066,C3,4499917b
28,-0.064943975,-0.090185106,0.033268974,-0.003088487,0.004430216,-0.001742146,PlDNA_11,LOLA,MVP-LOLA-3,F12_CviMVPe_PlDNA_11_70065_83398e4c,LOLA,MVP-LOLA-3,70065,F12,d10e5e49
169,-0.064943681,-0.11177143,0.027363454,0.002309345,-0.002254306,-0.000973479,PlDNA_13,LOLA,MVP-LOLA-4,F3_CviMVPe_PlDNA_13_70389_d5bc088b,LOLA,MVP-LOLA-4,70389,F3,fa2063bd
40,-0.064825418,-0.080866186,0.02589712,0.001841632,-0.000484305,0.002623841,PlDNA_13,LOLA,MVP-LOLA-3,D6_CviMVPe_PlDNA_13_70086_c786bde2,LOLA,MVP-LOLA-3,70086,D6,b8a6e234
211,-0.063367975,-0.121529891,0.030323558,0.002976904,0.002841207,0.00785903,PlDNA_12,LOLA,MVP-LOLA-5,C8_CviMVPe_PlDNA_12_70577_b8c52701,LOLA,MVP-LOLA-5,70577,C8,ffc90e71
17,-0.062004188,-0.122891438,0.022772459,-0.002073048,-0.002224688,0.003553472,PlDNA_13,LOLA,MVP-LOLA-1,G12_CviMVPe_PlDNA_13_70037_e2871e50,LOLA,MVP-LOLA-1,70037,G12,4fb26ed8
156,-0.061370456,-0.123373459,0.027438643,0.005813627,0.000735543,0.007814503,PlDNA_12,LOLA,MVP-LOLA-4,F3_CviMVPe_PlDNA_12_70353_ff9a8d97,LOLA,MVP-LOLA-4,70353,F3,8fd45712
39,-0.061228874,-0.113969271,0.020541085,-0.006350125,-0.005717528,-0.000845072,PlDNA_12,LOLA,MVP-LOLA-3,H6_CviMVPe_PlDNA_12_70084_537147c8,LOLA,MVP-LOLA-3,70084,H6,3a64f2ae
157,-0.060982659,-0.095204743,0.017954543,-0.006080421,-0.002033522,0.002334793,PlDNA_11,LOLA,MVP-LOLA-4,G7_CviMVPe_PlDNA_11_70355_cec1f4b3,LOLA,MVP-LOLA-4,70355,G7,dd88d531
15,-0.06075602,-0.098116725,0.020565424,0.002549687,-0.002448931,-7.64E-05,PlDNA_12,LOLA,MVP-LOLA-1,H7_CviMVPe_PlDNA_12_70035_1ef16016,LOLA,MVP-LOLA-1,70035,H7,f45d70c7
46,-0.059884107,-0.07929204,0.028564099,-0.000193685,0.000140325,0.001095418,PlDNA_13,LOLA,MVP-LOLA-1,A11_CviMVPe_PlDNA_13_70094_5498d60a,LOLA,MVP-LOLA-1,70094,A11,5c36851f
10,-0.059379028,-0.111667747,0.018044717,0.004121757,-3.35E-05,0.002146412,PlDNA_13,LOLA,MVP-LOLA-3,H8_CviMVPe_PlDNA_13_70025_bf2f291e,LOLA,MVP-LOLA-3,70025,C8,41dd9a06
60,-0.058324967,-0.102601443,0.014486366,-0.006931841,0.001421949,-0.00156812,PlDNA_13,Poly-NoOutcross,MVP-SEEDMIX-3,B8_CviMVPe_PlDNA_13_70127_2dbba5c6,Poly-NoOutcross,MVP-SEEDMIX-3,70127,D4,e7befff6
259,-0.057607838,-0.109493526,0.025434929,0.002636445,0.004979599,0.005368281,PlDNA_12,LOLA,MVP-LOLA-6,F1_CviMVPe_PlDNA_12_70661_b4a2009a,LOLA,MVP-LOLA-6,70661,,ab94d9a4
213,-0.056776306,-0.090408441,0.021187933,0.009195043,0.003003275,0.001889676,PlDNA_12,LOLA,MVP-LOLA-5,B2_CviMVPe_PlDNA_12_70579_57f83f84,LOLA,MVP-LOLA-5,70579,B1,7bfd117e
22,-0.056690301,-0.083767884,0.020287254,-0.005458136,-0.009925272,0.000963725,PlDNA_13,LOLA,MVP-LOLA-2,H9_CviMVPe_PlDNA_13_70053_cccf22c6,LOLA,MVP-LOLA-2,70053,E10,cd6e39fb
262,-0.056290621,-0.113171278,0.017259854,-0.008639852,0.000304591,-0.001822118,PlDNA_11,LOLA,MVP-LOLA-6,G9_CviMVPe_PlDNA_11_70702_6c9842b8,LOLA,MVP-LOLA-6,70702,E8,9ce95e58
263,-0.054935969,-0.113638746,0.028566207,0.003997788,0.002170974,0.007470246,PlDNA_12,Poly-NoOutcross,MVP-SEEDMIX-5,B1_CviMVPe_PlDNA_12_70705_7e455c8c,Poly-NoOutcross,MVP-SEEDMIX-5,70705,B9,ed71a221
41,-0.051941181,-0.099826544,0.014705436,-0.009136106,0.000360472,-0.002225142,PlDNA_11,LOLA,MVP-LOLA-3,F10_CviMVPe_PlDNA_11_70087_6a71a4e6,LOLA,MVP-LOLA-3,70087,C5,82ea3fee
175,-0.051714307,-0.102421776,0.015111445,-0.004861283,-0.010476942,-0.003596814,PlDNA_12,LOLA,MVP-LOLA-4,D3_CviMVPe_PlDNA_12_70406_7ad6b00d,LOLA,MVP-LOLA-4,70406,D3,5ab66b3b
261,-0.051429106,-0.100941892,0.025086583,-0.010768188,-0.000481806,-0.003654363,PlDNA_13,LOLA,MVP-LOLA-6,D7_CviMVPe_PlDNA_13_70677_6a5f7f95,LOLA,MVP-LOLA-6,70677,D7,e9d8cf9e
34,-0.051419706,-0.126546748,0.026859982,0.001987439,-0.00055841,0.00834256,PlDNA_11,Poly-NoOutcross,MVP-SEEDMIX-3,C7_CviMVPe_PlDNA_11_70077_6c09c1ac,Poly-NoOutcross,MVP-SEEDMIX-3,70077,C7,7cdd328b
260,-0.049602872,-0.094621312,0.018484516,-0.005626224,0.00483078,-0.000178893,PlDNA_11,LOLA,MVP-LOLA-6,E4_CviMVPe_PlDNA_11_70662_ddb07d69,LOLA,MVP-LOLA-6,70662,E4,541bab5d
267,-0.045135314,-0.024373095,0.008722472,-0.000295999,-0.000458977,-0.003638951,PlDNA_12,LOLA,MVP-LOLA-6,E5_CviMVPe_PlDNA_12_70714_cf8ed8d8,LOLA,MVP-LOLA-6,70714,E5,d99d1732
146,-0.016238326,-0.025239212,-0.065760458,0.017199664,0.015911258,-0.000483161,PlDNA_11,Poly-WithOutcross,MVP-LARMIX-5,F7_CviMVPe_PlDNA_11_70314_8a369a22,Poly-WithOutcross,MVP-LARMIX-5,70314,B2,23f97a90
51,-0.013911366,-0.043383485,-0.047032902,0.006100297,0.004109934,0.005499453,PlDNA_11,Poly-WithOutcross,MVP-LARMIX-3,F6_CviMVPe_PlDNA_11_70105_0954e8e6,Poly-WithOutcross,MVP-LARMIX-3,70105,F6,45072623
154,-0.013242687,0.039724406,0.026843575,-0.041460279,0.054223457,-0.019126147,PlDNA_11,Poly-WithOutcross,MVP-LARMIX-5,F8_CviMVPe_PlDNA_11_70341_4b1da41b,Poly-WithOutcross,MVP-LARMIX-5,70341,F8,959bf98e
206,-0.011005029,-0.038518077,-0.063210145,0.010957882,0.010853486,0.005612051,PlDNA_11,Poly-WithOutcross,MVP-LARMIX-6,G4_CviMVPe_PlDNA_11_70570_27aa120c,Poly-WithOutcross,MVP-LARMIX-6,70570,G4,579843a9
69,-0.00966989,-0.007518766,-0.04658677,0.004082931,0.008639854,-0.001445269,PlDNA_11,Poly-WithOutcross,MVP-LARMIX-1,F4_CviMVPe_PlDNA_11_70139_94fe9cca,Poly-WithOutcross,MVP-LARMIX-1,70139,F4,a78ed65a
56,-0.006268463,-0.032157713,-0.076532188,0.018639158,0.018046338,0.003146395,PlDNA_11,Poly-WithOutcross,MVP-LARMIX-2,F5_CviMVPe_PlDNA_11_70118_b3e73830,Poly-WithOutcross,MVP-LARMIX-2,70118,F5,b3494b77
112,0.000725745,-0.00148283,-0.144402884,0.004805646,0.013102464,0.0066588,PlDNA_11,DEBY,MVP-DEBY-1,A1_CviMVPe_PlDNA_11_70235_e09eed60,DEBY,MVP-DEBY-1,70235,A1,2c8e7701
77,0.001244697,-0.002180891,-0.157142553,0.008953199,0.023166992,0.009463368,PlDNA_12,DEBY,MVP-DEBY-3,A3_CviMVPe_PlDNA_12_70170_d2c7e366,DEBY,MVP-DEBY-3,70170,C11,3fe18808
152,0.001390497,-0.00408025,-0.142391706,0.002479986,0.013520307,0.007833513,PlDNA_11,Poly-NoOutcross,MVP-SEEDMIX-6,C11_CviMVPe_PlDNA_11_70334_56dded99,Poly-NoOutcross,MVP-SEEDMIX-6,70334,F8,4d28fca3
62,0.001802384,-0.026701786,0.003354321,0.00265665,-0.00654388,-0.003238185,PlDNA_13,Poly-WithOutcross,MVP-LARMIX-2,A9_CviMVPe_PlDNA_13_70129_4e1a121e,Poly-WithOutcross,MVP-LARMIX-2,70129,C3,355ba8f4
71,0.001850242,-0.039937927,-0.063335416,0.006309829,0.007548875,0.005666104,PlDNA_12,Poly-WithOutcross,MVP-LARMIX-3,C2_CviMVPe_PlDNA_12_70147_e117ae71,Poly-WithOutcross,MVP-LARMIX-3,70147,F6,c4f966d7
231,0.003153264,0.002695366,-0.16410757,0.013523421,0.029026659,0.010739646,PlDNA_11,TX-CapBay,MVP-TX-5,B2_CviMVPe_PlDNA_11_70609_db2db606,TX-CapBay,MVP-TX-5,70609,H9,50deb18d
83,0.00335866,-0.015001826,-0.12387968,0.011797384,0.022417289,0.012272114,PlDNA_13,DEBY,MVP-DEBY-2,G11_CviMVPe_PlDNA_13_70178_f53a5bb8,DEBY,MVP-DEBY-2,70178,G11,1619b09e
57,0.003530411,-0.01142989,-0.132712241,0.009209065,0.022029352,0.012059043,PlDNA_11,Poly-NoOutcross,MVP-SEEDMIX-1,C5_CviMVPe_PlDNA_11_70121_6a09ee8b,Poly-NoOutcross,MVP-SEEDMIX-1,70121,C5,cfec6ed5
265,0.004151829,-0.001055748,0.034859964,-0.030175182,0.06943815,0.016460065,PlDNA_12,Poly-WithOutcross,MVP-LARMIX-4,D12_CviMVPe_PlDNA_12_70710_72690e7e,Poly-WithOutcross,MVP-LARMIX-4,70710,D12,a5443486
229,0.004425148,-0.006360868,0.025867115,-0.012979639,0.019467259,0.004237191,PlDNA_12,Poly-WithOutcross,MVP-LARMIX-4,B3_CviMVPe_PlDNA_12_70606_1ecbea83,Poly-WithOutcross,MVP-LARMIX-4,70606,B3,bacfb991
64,0.004450284,-0.014196404,0.00779259,0.000896669,-0.019455754,-0.010613698,PlDNA_13,Poly-WithOutcross,MVP-LARMIX-2,B9_CviMVPe_PlDNA_13_70131_9da593cb,Poly-WithOutcross,MVP-LARMIX-2,70131,G3,6a3c5f42
50,0.005259052,-0.005390284,0.033442104,0.087155208,0.029862405,0.006141402,PlDNA_13,Poly-WithOutcross,MVP-LARMIX-3,E3_CviMVPe_PlDNA_13_70104_11feab9e,Poly-WithOutcross,MVP-LARMIX-3,70104,E3,2b0c10f6
254,0.005478956,-0.014284746,0.036008039,0.062944591,0.023336931,0.004232716,PlDNA_13,Poly-WithOutcross,MVP-LARMIX-4,H2_CviMVPe_PlDNA_13_70655_6b4a0738,Poly-WithOutcross,MVP-LARMIX-4,70655,H2,244b075d
139,0.005875888,0.00222188,-0.146719911,0.007063932,0.025823475,0.008232601,PlDNA_12,DEBY,MVP-DEBY-4,B8_CviMVPe_PlDNA_12_70296_85babf13,DEBY,MVP-DEBY-4,70296,A4,bdc99486
54,0.006267868,-0.00105636,-0.160589359,0.012149565,0.028695015,0.009826593,PlDNA_12,DEBY,MVP-DEBY-2,B11_CviMVPe_PlDNA_12_70115_14777f45,DEBY,MVP-DEBY-2,70115,B11,653de85d
52,0.00628574,0.000175235,0.03457868,-0.036080527,0.0584318,0.0104579,PlDNA_12,Poly-WithOutcross,MVP-LARMIX-3,E11_CviMVPe_PlDNA_12_70106_d61261d2,Poly-WithOutcross,MVP-LARMIX-3,70106,E11,6d09f7ce
